IdOpinion,IdCliente,IdProducto,Fecha,Comentario,Clasificación,PuntajeSatisfacción,Fuente
3442,3880,871,2024-07-09,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3443,9586,596,2025-03-16,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3444,5662,513,2024-02-09,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3445,1656,771,2024-06-04,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3446,52,378,2023-05-05,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3447,2657,967,2025-03-05,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3448,283,142,2025-12-01,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3449,804,909,2024-03-20,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3450,1138,655,2023-02-18,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3451,8332,360,2025-03-20,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3452,5679,400,2025-12-06,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3453,5496,287,2025-08-06,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3454,1042,954,2024-08-10,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3455,4664,970,2025-01-04,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3456,679,271,2025-10-28,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3457,205,112,2023-10-19,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3458,6238,693,2025-04-22,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3459,4194,46,2025-10-31,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
3460,9321,336,2025-09-16,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3461,4600,529,2025-10-28,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3462,120,157,2024-02-09,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3463,8962,967,2025-12-12,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3464,2120,480,2023-11-15,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3465,1138,40,2023-08-10,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3466,6003,397,2024-07-11,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3467,1272,10,2023-09-24,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3468,3613,160,2025-10-18,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3469,3232,419,2025-04-23,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3470,7614,730,2024-06-09,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3471,3355,889,2024-02-24,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3472,8962,576,2024-01-23,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3473,4422,567,2024-10-03,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3474,6542,905,2024-05-03,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3475,8720,211,2025-11-01,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3476,3879,698,2023-09-03,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3477,5688,725,2024-06-07,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3478,8266,836,2025-07-21,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
3479,3525,703,2023-04-21,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3480,2313,190,2025-09-14,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,4,EncuestaInterna
3481,9807,87,2023-06-16,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3482,4815,716,2025-08-30,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3483,9169,136,2023-12-10,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3484,8537,142,2025-02-18,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3485,8128,503,2025-04-30,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3486,3455,37,2025-06-14,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3487,5843,136,2025-09-27,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3488,8293,197,2025-07-25,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3489,1778,375,2024-05-16,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3490,52,865,2024-12-08,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3491,9586,95,2024-11-05,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3492,8434,704,2024-07-10,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3493,1585,584,2025-02-14,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3494,4348,953,2023-02-19,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3495,8375,459,2025-07-31,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3496,5679,712,2023-02-14,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3497,9376,930,2023-09-01,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3498,1525,642,2023-03-04,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3499,4808,701,2025-02-24,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3500,9828,376,2024-04-13,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3501,2820,126,2025-06-20,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3502,9101,149,2023-05-31,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3503,9918,459,2023-08-09,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3504,9238,317,2023-10-22,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3505,5127,332,2023-08-07,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3506,1656,330,2023-05-10,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3507,4875,997,2023-04-28,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3508,5468,823,2025-10-01,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3509,1558,339,2023-06-12,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3510,2083,618,2024-05-08,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3511,4857,985,2024-06-17,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3512,4299,601,2023-01-14,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
3513,1725,487,2023-08-31,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3514,8375,3,2025-12-20,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3515,1935,56,2023-02-10,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3516,8693,48,2023-10-14,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3517,5688,933,2023-09-14,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3518,7496,682,2024-05-23,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3519,6587,532,2023-12-23,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3520,6238,383,2023-04-03,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3521,878,563,2025-06-25,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3522,4235,20,2024-05-08,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3523,243,38,2025-04-20,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3524,9628,377,2024-11-25,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3525,6342,307,2023-09-07,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3526,9736,978,2023-01-09,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3527,9194,909,2023-03-30,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3528,2424,548,2024-11-23,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3529,8455,467,2023-09-13,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3530,4923,126,2024-02-15,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3531,4091,96,2023-07-14,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3532,5665,160,2023-09-16,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3533,9539,338,2025-12-26,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3534,3734,548,2023-06-01,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3535,2220,985,2023-10-03,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3536,155,912,2023-08-07,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3537,3335,538,2023-08-03,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3538,6326,538,2023-02-20,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3539,679,505,2025-11-30,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
3540,7496,560,2023-03-24,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3541,3635,385,2025-09-07,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3542,821,675,2024-10-23,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3543,8147,247,2025-08-29,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3544,1665,412,2025-12-26,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3545,988,666,2025-12-07,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3546,2898,307,2025-04-18,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3547,1935,388,2025-02-01,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3548,6852,287,2024-11-20,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3549,9321,783,2023-12-08,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3550,1108,353,2023-02-14,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3551,9918,378,2025-12-25,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3552,2410,697,2025-03-07,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3553,930,146,2023-09-16,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3554,5005,390,2023-10-23,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3555,713,703,2024-11-27,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3556,4968,621,2024-11-19,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3557,9983,3,2023-08-30,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3558,157,672,2023-08-31,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3559,6272,397,2024-11-04,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3560,3343,949,2023-07-06,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3561,8522,339,2023-09-18,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3562,6238,702,2024-01-30,"Excelente calidad, definitivamente volvería a comprar.",Positivo,5,EncuestaInterna
3563,184,591,2025-01-14,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3564,4194,19,2025-01-10,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3565,9142,19,2024-06-23,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3566,8720,779,2024-03-29,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3567,7560,318,2025-12-20,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3568,4299,429,2025-09-24,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3569,3803,364,2025-11-18,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3570,1812,957,2025-12-04,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3571,1042,323,2024-06-12,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3572,1725,89,2024-02-10,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3573,2908,16,2025-09-14,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3574,6971,487,2023-01-11,"Ni malo ni excelente, simplemente regular.",Negativo,1,EncuestaInterna
3575,4465,617,2023-12-29,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3576,9843,560,2023-10-07,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3577,3723,736,2024-10-05,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3578,9146,144,2024-06-07,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3579,5139,474,2025-11-13,"No era lo que esperaba, muy decepcionado.",Negativo,1,EncuestaInterna
3580,5468,481,2023-07-26,El producto llegó en perfecto estado y antes de tiempo.,Positivo,4,EncuestaInterna
3581,4143,366,2025-04-24,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3582,8691,985,2024-05-21,"Ni malo ni excelente, simplemente regular.",Negativo,2,EncuestaInterna
3583,4600,765,2023-08-07,"No era lo que esperaba, muy decepcionado.",Negativo,2,EncuestaInterna
3584,9557,823,2025-12-11,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3585,382,40,2024-02-04,"El servicio fue rápido y eficiente, estoy muy satisfecho.",Positivo,5,EncuestaInterna
3586,6821,704,2024-09-25,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3587,2309,444,2023-02-05,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3588,8537,374,2023-11-17,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
3589,1214,339,2025-07-23,"El envío fue normal, dentro del tiempo esperado.",Neutro,3,EncuestaInterna
3590,9672,353,2024-05-23,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3591,7340,821,2025-10-07,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3592,5775,936,2023-01-21,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3593,9873,3,2024-04-26,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3594,1638,747,2024-08-20,El producto llegó en perfecto estado y antes de tiempo.,Positivo,5,EncuestaInterna
3595,3243,613,2023-06-21,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3596,6046,757,2023-05-02,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3597,8023,73,2024-10-14,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3598,5468,75,2025-10-22,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
3599,6865,522,2024-09-15,"El producto superó mis expectativas, muy recomendable.",Neutro,3,EncuestaInterna
3600,5311,112,2023-02-26,El servicio fue lento y el soporte no resolvió mi problema.,Neutro,3,EncuestaInterna
3601,120,519,2024-04-02,"El producto cumple su función, nada especial.",Neutro,3,EncuestaInterna
3602,173,366,2024-04-09,"El producto está bien, pero esperaba un poco más de calidad.",Neutro,3,EncuestaInterna
3603,1001,429,2025-02-01,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3604,6326,315,2023-10-14,"Excelente calidad, definitivamente volvería a comprar.",Positivo,4,EncuestaInterna
3605,2371,336,2023-06-05,"La experiencia fue aceptable, aunque podría mejorar.",Neutro,3,EncuestaInterna
3606,3909,47,2025-10-20,"Mala calidad, no lo recomiendo para nada.",Neutro,3,EncuestaInterna
3607,9572,484,2025-10-11,El producto llegó dañado y no cumplió con lo prometido.,Negativo,1,EncuestaInterna
3608,5829,978,2024-03-30,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3609,7211,20,2025-01-06,El producto llegó dañado y no cumplió con lo prometido.,Negativo,2,EncuestaInterna
3610,4235,909,2024-02-12,El producto dejó de funcionar al poco tiempo de usarlo.,Neutro,3,EncuestaInterna
3611,8332,60,2023-06-22,"Me encanta, es justo lo que necesitaba.",Neutro,3,EncuestaInterna
