IdComment,IdCliente,IdProducto,Fuente,Fecha,Comentario
T2558,C021,P020,Facebook,2024-01-06,"No funciona como esperaba, decepcionado"
T2559,C035,P006,Twitter,2024-08-24,"Información suficiente, sin mayor novedad"
T2560,C009,P020,Facebook,2024-09-16,"No cumple con lo anunciado, insatisfecho"
T2561,C037,P010,Instagram,2025-02-12,Gran relación calidad-precio
T2562,C019,P020,Facebook,2024-08-19,"No funciona como esperaba, decepcionado"
T2563,C033,P012,Instagram,2025-07-18,Producto llegó rápido y funciona perfecto
T2564,C021,P002,Instagram,2023-10-01,"Muy satisfecho con la compra, lo recomiendo"
T2565,C039,P008,Facebook,2023-09-06,"Calidad superior, muy contento"
T2566,,P006,Twitter,2023-07-09,"Muy mala calidad, se rompió rápido"
T2567,,P006,Twitter,2025-11-29,"Muy mala calidad, se rompió rápido"
T2568,,P016,Facebook,2024-01-28,"Es lo que esperaba, nada excepcional"
T2569,C015,P015,Twitter,2024-04-26,Producto llegó rápido y funciona perfecto
T2570,C011,P016,Facebook,2024-11-11,Gran relación calidad-precio
T2571,C021,P014,Twitter,2024-02-04,"Producto recibido, cumple su función"
T2572,C024,P013,Twitter,2025-09-10,Gran relación calidad-precio
T2573,C028,P016,Facebook,2023-09-22,"No cumple con lo anunciado, insatisfecho"
T2574,C011,P002,Facebook,2023-04-03,Pésima atención al cliente
T2575,C024,P007,Twitter,2024-05-22,Pésima atención al cliente
T2576,C024,P014,Instagram,2023-03-31,Satisface lo básico
T2577,C013,P017,Instagram,2025-09-24,"Es lo que esperaba, nada excepcional"
T2578,C023,P018,Facebook,2023-10-23,Gran relación calidad-precio
T2579,C009,P018,Facebook,2023-11-15,"Información suficiente, sin mayor novedad"
T2580,C013,P003,Instagram,2024-11-17,Envío tardío y producto dañado
T2581,C038,P010,Instagram,2024-11-07,"Información suficiente, sin mayor novedad"
T2582,C002,P008,Twitter,2025-07-06,Producto llegó rápido y funciona perfecto
T2583,C020,P003,Instagram,2024-07-14,"Entrega correcta, sin comentarios adicionales"
T2584,C032,P017,Facebook,2024-04-06,Gran relación calidad-precio
T2585,C011,P001,Instagram,2023-05-19,Pésima atención al cliente
T2586,,P005,Twitter,2024-09-04,"No funciona como esperaba, decepcionado"
T2587,C035,P002,Twitter,2023-04-18,"No funciona como esperaba, decepcionado"
T2588,C009,P014,Twitter,2025-05-25,Producto llegó rápido y funciona perfecto
T2589,C012,P007,Twitter,2025-03-07,Pésima atención al cliente
T2590,C023,P016,Facebook,2025-12-25,"Producto recibido, cumple su función"
T2591,C008,P013,Facebook,2024-08-11,Gran relación calidad-precio
T2592,C026,P005,Twitter,2025-08-05,Producto llegó rápido y funciona perfecto
T2593,C011,P004,Twitter,2025-03-14,"Entrega correcta, sin comentarios adicionales"
T2594,C012,P019,Instagram,2023-11-12,"Es lo que esperaba, nada excepcional"
T2595,C037,P013,Instagram,2025-07-11,"Muy mala calidad, se rompió rápido"
T2596,C025,P005,Instagram,2023-09-08,"Muy satisfecho con la compra, lo recomiendo"
T2597,C028,P003,Instagram,2025-07-06,Envío tardío y producto dañado
T2598,C024,P002,Twitter,2023-03-17,"Muy satisfecho con la compra, lo recomiendo"
T2599,C011,P007,Facebook,2024-03-13,"Calidad superior, muy contento"
T2600,C011,P019,Facebook,2023-05-25,Gran relación calidad-precio
T2601,C032,P016,Facebook,2025-12-04,"No cumple con lo anunciado, insatisfecho"
T2602,C040,P015,Facebook,2023-02-03,"Muy mala calidad, se rompió rápido"
T2603,C007,P012,Instagram,2023-07-06,Gran relación calidad-precio
T2604,C040,P011,Facebook,2025-08-29,"Me encanta este producto, excelente calidad"
T2605,C033,P014,Twitter,2024-06-16,Producto llegó rápido y funciona perfecto
T2606,C026,P020,Facebook,2023-05-11,"No funciona como esperaba, decepcionado"
T2607,C025,P012,Instagram,2023-05-28,Pésima atención al cliente
T2608,,P011,Twitter,2023-01-12,"Calidad superior, muy contento"
T2609,C008,P002,Twitter,2023-06-09,"No funciona como esperaba, decepcionado"
T2610,C026,P006,Instagram,2025-09-20,"Es lo que esperaba, nada excepcional"
T2611,C017,P001,Instagram,2025-03-22,Satisface lo básico
T2612,C005,P005,Twitter,2023-05-03,"Me encanta este producto, excelente calidad"
T2613,C004,P007,Instagram,2025-03-12,"Producto recibido, cumple su función"
T2614,C032,P013,Instagram,2024-07-25,"Muy mala calidad, se rompió rápido"
T2615,C038,P005,Instagram,2025-08-09,"Me encanta este producto, excelente calidad"
T2616,C037,P002,Instagram,2023-05-25,"Información suficiente, sin mayor novedad"
T2617,C014,P013,Facebook,2023-07-20,"No funciona como esperaba, decepcionado"
T2618,,P006,Twitter,2025-07-24,"No funciona como esperaba, decepcionado"
T2619,C011,P015,Facebook,2024-02-05,"Muy mala calidad, se rompió rápido"
T2620,C021,P010,Instagram,2023-07-28,"Muy satisfecho con la compra, lo recomiendo"
T2621,C016,P007,Facebook,2025-11-20,Pésima atención al cliente
T2622,C026,P013,Instagram,2025-06-04,"No funciona como esperaba, decepcionado"
T2623,C037,P003,Instagram,2023-07-19,Envío tardío y producto dañado
T2624,C030,P017,Instagram,2024-06-02,"Es lo que esperaba, nada excepcional"
T2625,C015,P011,Twitter,2023-01-30,"Calidad superior, muy contento"
T2626,,P013,Instagram,2024-10-01,"No cumple con lo anunciado, insatisfecho"
T2627,C007,P020,Facebook,2023-01-21,"Producto recibido, cumple su función"
T2628,C006,P013,Instagram,2025-01-23,"No funciona como esperaba, decepcionado"
T2629,C033,P013,Twitter,2024-02-27,Gran relación calidad-precio
T2630,C011,P019,Facebook,2024-03-17,Gran relación calidad-precio
T2631,C006,P019,Instagram,2024-01-04,Producto llegó rápido y funciona perfecto
T2632,C035,P005,Instagram,2025-12-25,"Calidad superior, muy contento"
T2633,C027,P014,Twitter,2023-10-01,Producto llegó rápido y funciona perfecto
T2634,C033,P020,Twitter,2023-04-17,"Entrega correcta, sin comentarios adicionales"
T2635,C024,P017,Facebook,2024-02-25,Gran relación calidad-precio
T2636,C030,P012,Instagram,2023-11-28,Gran relación calidad-precio
T2637,C015,P009,Instagram,2024-04-11,"Calidad superior, muy contento"
T2638,C036,P010,Instagram,2023-07-03,"Información suficiente, sin mayor novedad"
T2639,,P002,Twitter,2025-12-29,Gran relación calidad-precio
T2640,C037,P020,Facebook,2024-08-18,"Producto recibido, cumple su función"
T2641,C032,P012,Facebook,2023-01-06,Gran relación calidad-precio
T2642,,P013,Facebook,2024-09-23,Producto llegó rápido y funciona perfecto
T2643,C040,P013,Instagram,2023-08-15,"Es lo que esperaba, nada excepcional"
T2644,C008,P014,Facebook,2025-07-20,Gran relación calidad-precio
T2645,,P002,Twitter,2024-03-27,"No funciona como esperaba, decepcionado"
T2646,C039,P008,Instagram,2025-04-14,Gran relación calidad-precio
T2647,C031,P010,Twitter,2025-01-12,"Me encanta este producto, excelente calidad"
T2648,C008,P004,Instagram,2025-01-07,Producto llegó rápido y funciona perfecto
T2649,C020,P008,Twitter,2024-06-12,"Me encanta este producto, excelente calidad"
T2650,C038,P010,Instagram,2023-02-26,"No cumple con lo anunciado, insatisfecho"
T2651,C006,P015,Twitter,2023-02-18,"Muy mala calidad, se rompió rápido"
T2652,,P013,Twitter,2024-07-08,Satisface lo básico
T2653,,P002,Instagram,2023-01-15,"Información suficiente, sin mayor novedad"
T2654,C010,P002,Facebook,2025-02-11,Pésima atención al cliente
T2655,C040,P005,Facebook,2024-08-01,"Entrega correcta, sin comentarios adicionales"
T2656,C018,P002,Twitter,2024-01-28,"No funciona como esperaba, decepcionado"
T2657,C004,P002,Instagram,2025-02-28,"Información suficiente, sin mayor novedad"
T2658,C027,P013,Instagram,2024-04-11,"Me encanta este producto, excelente calidad"
T2659,C017,P014,Facebook,2024-03-28,Gran relación calidad-precio
T2660,C003,P017,Facebook,2023-11-06,Pésima atención al cliente
T2661,C014,P008,Facebook,2025-03-24,"Calidad superior, muy contento"
T2662,C014,P012,Instagram,2025-09-01,Pésima atención al cliente
T2663,,P011,Facebook,2025-03-27,Pésima atención al cliente
T2664,C038,P010,Facebook,2025-06-21,Gran relación calidad-precio
T2665,C008,P019,Instagram,2023-09-12,Pésima atención al cliente
T2666,C039,P013,Instagram,2024-02-10,"No funciona como esperaba, decepcionado"
T2667,C035,P008,Instagram,2024-08-13,Gran relación calidad-precio
T2668,C028,P015,Facebook,2024-01-18,Pésima atención al cliente
T2669,C010,P001,Facebook,2024-08-14,Satisface lo básico
T2670,C002,P005,Twitter,2023-05-12,"Me encanta este producto, excelente calidad"
T2671,C033,P006,Twitter,2024-10-23,"No funciona como esperaba, decepcionado"
T2672,,P020,Facebook,2024-10-16,Gran relación calidad-precio
T2673,,P010,Facebook,2024-04-05,"No cumple con lo anunciado, insatisfecho"
T2674,,P018,Twitter,2024-05-14,Satisface lo básico
T2675,C038,P008,Facebook,2023-06-09,Producto llegó rápido y funciona perfecto
T2676,C028,P005,Instagram,2025-10-11,"Me encanta este producto, excelente calidad"
T2677,C032,P010,Twitter,2025-11-01,"Entrega correcta, sin comentarios adicionales"
T2678,C013,P011,Facebook,2024-07-22,Pésima atención al cliente
T2679,,P010,Facebook,2023-11-05,Gran relación calidad-precio
T2680,,P008,Twitter,2025-06-05,"Entrega correcta, sin comentarios adicionales"
T2681,C036,P017,Facebook,2024-09-27,Producto llegó rápido y funciona perfecto
T2682,C029,P010,Instagram,2025-10-05,"Entrega correcta, sin comentarios adicionales"
T2683,C036,P016,Instagram,2023-07-18,Envío tardío y producto dañado
T2684,C011,P010,Instagram,2025-03-19,"Entrega correcta, sin comentarios adicionales"
T2685,,P011,Facebook,2024-01-11,Pésima atención al cliente
T2686,C037,P020,Facebook,2023-05-19,"Es lo que esperaba, nada excepcional"
T2687,C039,P002,Twitter,2023-04-13,"Muy mala calidad, se rompió rápido"
T2688,C039,P017,Facebook,2024-10-12,"Calidad superior, muy contento"
T2689,C036,P004,Facebook,2025-02-25,"Es lo que esperaba, nada excepcional"
T2690,C030,P004,Facebook,2025-12-08,"Es lo que esperaba, nada excepcional"
T2691,,P017,Instagram,2024-12-16,"Me encanta este producto, excelente calidad"
T2692,C022,P001,Twitter,2025-08-24,"Información suficiente, sin mayor novedad"
T2693,C017,P017,Twitter,2023-01-17,Gran relación calidad-precio
T2694,C005,P013,Facebook,2025-11-18,"No funciona como esperaba, decepcionado"
T2695,C010,P005,Facebook,2024-02-09,Satisface lo básico
T2696,,P010,Instagram,2025-10-27,"Me encanta este producto, excelente calidad"
T2697,C032,P009,Instagram,2025-06-23,"Calidad superior, muy contento"
T2698,C013,P020,Facebook,2025-06-21,Gran relación calidad-precio
T2699,,P015,Twitter,2025-05-10,Pésima atención al cliente
T2700,C020,P005,Instagram,2025-06-21,"Muy mala calidad, se rompió rápido"
T2701,C028,P008,Facebook,2023-10-30,"Calidad superior, muy contento"
T2702,C022,P020,Instagram,2024-06-28,Gran relación calidad-precio
T2703,C018,P005,Twitter,2023-03-04,"Me encanta este producto, excelente calidad"
T2704,C030,P018,Facebook,2024-08-18,"Información suficiente, sin mayor novedad"
T2705,C018,P004,Twitter,2025-09-09,"Entrega correcta, sin comentarios adicionales"
T2706,C012,P019,Instagram,2023-08-10,Pésima atención al cliente
T2707,,P013,Facebook,2025-12-15,"Calidad superior, muy contento"
T2708,,P007,Instagram,2024-09-17,"Producto recibido, cumple su función"
T2709,C002,P001,Instagram,2024-10-15,Pésima atención al cliente
T2710,C035,P013,Twitter,2023-03-04,"Me encanta este producto, excelente calidad"
T2711,C035,P013,Twitter,2024-08-08,"Me encanta este producto, excelente calidad"
T2712,,P017,Instagram,2024-12-24,"Me encanta este producto, excelente calidad"
T2713,C039,P007,Facebook,2025-07-11,"Calidad superior, muy contento"
T2714,C011,P002,Facebook,2024-11-20,Pésima atención al cliente
T2715,,P010,Instagram,2024-06-13,"Entrega correcta, sin comentarios adicionales"
T2716,C012,P007,Instagram,2024-07-08,"Calidad superior, muy contento"
T2717,C038,P005,Instagram,2023-12-11,"Me encanta este producto, excelente calidad"
T2718,C020,P017,Facebook,2025-07-07,Envío tardío y producto dañado
T2719,C020,P013,Twitter,2024-03-18,Gran relación calidad-precio
T2720,C040,P002,Instagram,2025-06-14,"Muy satisfecho con la compra, lo recomiendo"
T2721,,P003,Facebook,2025-06-08,"Muy satisfecho con la compra, lo recomiendo"
T2722,C029,P011,Instagram,2025-09-07,"Calidad superior, muy contento"
T2723,C012,P019,Instagram,2024-10-23,Pésima atención al cliente
T2724,C020,P014,Instagram,2023-08-24,Satisface lo básico
T2725,C038,P010,Facebook,2023-05-26,"Información suficiente, sin mayor novedad"
T2726,C030,P013,Facebook,2025-12-17,"No cumple con lo anunciado, insatisfecho"
T2727,C009,P015,Facebook,2023-08-23,"Muy satisfecho con la compra, lo recomiendo"
T2728,C010,P008,Twitter,2025-07-06,"Me encanta este producto, excelente calidad"
T2729,C037,P001,Twitter,2023-08-29,"Información suficiente, sin mayor novedad"
T2730,C004,P006,Twitter,2024-12-25,"Información suficiente, sin mayor novedad"
T2731,,P003,Instagram,2025-11-25,"Producto recibido, cumple su función"
T2732,C007,P013,Instagram,2025-06-29,Gran relación calidad-precio
T2733,C024,P017,Instagram,2025-03-15,"Es lo que esperaba, nada excepcional"
T2734,C009,P005,Twitter,2023-10-04,"Me encanta este producto, excelente calidad"
T2735,C032,P019,Instagram,2025-10-21,Satisface lo básico
T2736,C018,P002,Instagram,2025-08-08,"Calidad superior, muy contento"
T2737,C026,P020,Facebook,2023-09-10,Gran relación calidad-precio
T2738,C014,P017,Facebook,2024-01-17,"Calidad superior, muy contento"
T2739,C021,P013,Instagram,2024-12-23,"Me encanta este producto, excelente calidad"
T2740,C036,P003,Instagram,2024-03-29,"Entrega correcta, sin comentarios adicionales"
T2741,C036,P002,Instagram,2024-11-06,"Calidad superior, muy contento"
T2742,C019,P013,Facebook,2023-08-14,Gran relación calidad-precio
T2743,,P019,Instagram,2025-03-31,Satisface lo básico
T2744,C031,P016,Instagram,2024-10-12,"Calidad superior, muy contento"
T2745,C020,P013,Instagram,2024-09-11,"No cumple con lo anunciado, insatisfecho"
T2746,C038,P017,Twitter,2023-04-13,Gran relación calidad-precio
T2747,C002,P017,Twitter,2024-06-09,Gran relación calidad-precio
T2748,C025,P002,Twitter,2025-11-11,"Muy mala calidad, se rompió rápido"
T2749,C038,P005,Twitter,2023-06-04,Producto llegó rápido y funciona perfecto
T2750,C011,P008,Facebook,2024-01-06,"Calidad superior, muy contento"
T2751,C009,P002,Twitter,2024-03-19,"No funciona como esperaba, decepcionado"
T2752,C011,P005,Instagram,2025-12-31,"Me encanta este producto, excelente calidad"
T2753,C027,P015,Facebook,2023-06-05,"Muy mala calidad, se rompió rápido"
T2754,C015,P013,Twitter,2025-03-16,Gran relación calidad-precio
T2755,C020,P013,Instagram,2024-02-02,"No funciona como esperaba, decepcionado"
T2756,C010,P002,Instagram,2023-06-03,"Calidad superior, muy contento"
T2757,,P010,Facebook,2025-02-16,Gran relación calidad-precio
T2758,C002,P006,Twitter,2025-03-31,"Información suficiente, sin mayor novedad"
T2759,C010,P011,Instagram,2023-03-21,"Entrega correcta, sin comentarios adicionales"
T2760,C010,P016,Facebook,2023-03-31,"Producto recibido, cumple su función"
T2761,C021,P006,Twitter,2023-08-30,"Muy mala calidad, se rompió rápido"
T2762,C036,P010,Facebook,2024-08-30,"Calidad superior, muy contento"
T2763,C030,P004,Twitter,2023-10-02,Gran relación calidad-precio
T2764,C007,P011,Twitter,2025-05-23,"Calidad superior, muy contento"
T2765,C024,P015,Facebook,2025-10-31,Envío tardío y producto dañado
T2766,,P005,Twitter,2023-07-03,"No funciona como esperaba, decepcionado"
T2767,C026,P015,Instagram,2023-12-26,"Muy mala calidad, se rompió rápido"
T2768,,P006,Twitter,2023-05-05,"Muy mala calidad, se rompió rápido"
T2769,C013,P010,Instagram,2025-01-24,"Entrega correcta, sin comentarios adicionales"
T2770,C028,P001,Twitter,2025-09-20,"Información suficiente, sin mayor novedad"
T2771,C028,P005,Facebook,2025-07-25,Envío tardío y producto dañado
T2772,C031,P010,Facebook,2024-03-27,"Información suficiente, sin mayor novedad"
T2773,C025,P007,Twitter,2024-12-10,Producto llegó rápido y funciona perfecto
T2774,C027,P002,Twitter,2023-09-23,"No funciona como esperaba, decepcionado"
T2775,,P007,Twitter,2024-11-12,Producto llegó rápido y funciona perfecto
T2776,C013,P011,Facebook,2024-12-23,Pésima atención al cliente
T2777,C032,P005,Instagram,2024-12-08,"Calidad superior, muy contento"
T2778,C024,P013,Instagram,2023-09-12,"No cumple con lo anunciado, insatisfecho"
T2779,,P002,Instagram,2023-10-08,"Información suficiente, sin mayor novedad"
T2780,C039,P005,Facebook,2024-12-26,Pésima atención al cliente
T2781,C007,P014,Instagram,2025-06-11,"Entrega correcta, sin comentarios adicionales"
T2782,C033,P001,Facebook,2025-05-01,"Entrega correcta, sin comentarios adicionales"
T2783,C027,P015,Twitter,2025-04-11,"Muy mala calidad, se rompió rápido"
T2784,C030,P020,Facebook,2024-08-31,"Es lo que esperaba, nada excepcional"
T2785,C007,P013,Twitter,2024-12-04,"Me encanta este producto, excelente calidad"
T2786,C039,P002,Twitter,2024-09-04,"Muy mala calidad, se rompió rápido"
T2787,C003,P018,Facebook,2023-01-08,"Información suficiente, sin mayor novedad"
T2788,C038,P010,Facebook,2025-01-02,"Calidad superior, muy contento"
T2789,C015,P019,Instagram,2024-03-10,Gran relación calidad-precio
T2790,C020,P007,Twitter,2025-06-14,Producto llegó rápido y funciona perfecto
T2791,C013,P017,Facebook,2023-07-10,Envío tardío y producto dañado
T2792,C012,P005,Twitter,2024-02-02,"Producto recibido, cumple su función"
T2793,C039,P011,Twitter,2023-03-08,"Información suficiente, sin mayor novedad"
T2794,C025,P016,Instagram,2025-10-06,Envío tardío y producto dañado
T2795,,P002,Twitter,2023-02-28,Gran relación calidad-precio
T2796,C040,P004,Twitter,2023-04-30,"Calidad superior, muy contento"
T2797,C014,P011,Twitter,2025-03-14,"Información suficiente, sin mayor novedad"
T2798,C008,P011,Twitter,2023-09-06,"Calidad superior, muy contento"
T2799,C031,P017,Twitter,2024-07-24,Gran relación calidad-precio
T2800,C002,P017,Twitter,2023-09-21,Gran relación calidad-precio
T2801,C006,P015,Twitter,2023-08-17,"Muy mala calidad, se rompió rápido"
T2802,C033,P013,Instagram,2023-06-08,"No cumple con lo anunciado, insatisfecho"
